Survey Year,Timestamp, SalaryUSD ,Country,PostalCode,PrimaryDatabase,YearsWithThisDatabase,OtherDatabases,EmploymentStatus,JobTitle,ManageStaff,YearsWithThisTypeOfJob,HowManyCompanies,OtherPeopleOnYourTeam,CompanyEmployeesOverall,DatabaseServers,Education,EducationIsComputerRelated,Certifications,HoursWorkedPerWeek,TelecommuteDaysPerWeek,NewestVersionInProduction,OldestVersionInProduction,PopulationOfLargestCityWithin20Miles,EmploymentSector,LookingForAnotherJob,CareerPlansThisYear,Gender,OtherJobDuties,KindsOfTasksPerformed,Counter
2020,12/31/2019 0:01:44,  100.000 ,Canada,,Microsoft SQL Server,7,,Full time employee,Analyst,No,7,2 (I worked at another similar position elsewhere before this one),1,Not Asked,1,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,SQL Server 2014,SQL Server 2008R2,1M+ (metropolis),Private business,Not Asked,"Stay with the same employer, same role",Male,Not Asked,Not Asked,1
2020,12/30/2019 23:20:17,  62.000 ,United States,93041,PostgreSQL,2,,Full time employee,Analyst,No,2,1 (this is the only company where I've had this kind of position),3,Not Asked,1,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,Unknown,Unknown,100K-299K (city),Private business,Not Asked,"Stay with the same role, but change employers",Male,Not Asked,Not Asked,1
2020,12/30/2019 23:03:45,  68.000 ,United States,32216,Oracle,2,"Microsoft SQL Server, MySQL/MariaDB, PostgreSQL, DB2",Full time employee,"Developer: Business Intelligence (SSRS, PowerBI, etc)",No,2,1 (this is the only company where I've had this kind of position),1,Not Asked,4,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,SQL Server 2016,SQL Server 2008R2,100K-299K (city),Private business,Not Asked,"Stay with the same employer, same role",Male,Not Asked,Not Asked,1
2020,12/30/2019 22:49:46,  117.000 ,United States,,Microsoft SQL Server,2,"PostgreSQL, Microsoft Access",Full time employee,Analyst,No,3,2 (I worked at another similar position elsewhere before this one),None,Not Asked,1,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,SQL Server 2017,SQL Server 2012,1M+ (metropolis),Private business,Not Asked,"Stay with the same employer, same role",Male,Not Asked,Not Asked,1
2020,12/30/2019 22:47:09,  82.500 ,United States,12203,Microsoft SQL Server,6,"PostgreSQL, Amazon RDS (any flavor)",Full time employee,"DBA (Development Focus - tunes queries, indexes, does deployments)",No,6,1 (this is the only company where I've had this kind of position),1,Not Asked,20,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,SQL Server 2016,SQL Server 2012,300K-1M (large city),Private business,Not Asked,"Stay with the same employer, same role",Female,Not Asked,Not Asked,1
2020,12/30/2019 22:40:46,  130.000 ,United States,21030,Microsoft SQL Server,20,"Oracle, MySQL/MariaDB, PostgreSQL, Azure SQL DB (any flavor), Amazon RDS (any flavor)",Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),No,20,6 or more,2,Not Asked,40,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,SQL Server 2017,SQL Server 2012,300K-1M (large city),"Education (K-12, college, university)",Not Asked,"Stay with the same employer, same role",Male,Not Asked,Not Asked,1
2020,12/30/2019 22:40:44,  50.000 ,United States,64138,Microsoft SQL Server,1,,Full time employee,Other,No,1,1 (this is the only company where I've had this kind of position),More than 5,Not Asked,1,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,SQL Server 2019,SQL Server 2016,300K-1M (large city),Private business,Not Asked,"Stay with the same employer, same role",Female,Not Asked,Not Asked,1
2020,12/30/2019 22:38:33,  66.660 ,Canada,V6k,Other,2,"Microsoft SQL Server, AWS redshift",Full time employee,Analyst,No,3,2 (I worked at another similar position elsewhere before this one),1,Not Asked,10,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,SQL Server 2016,SQL Server 2016,1M+ (metropolis),Private business,Not Asked,Change both employers and roles,Male,Not Asked,Not Asked,1
2020,12/30/2019 22:32:34,  105.000 ,United States,53202,Microsoft SQL Server,4,"Azure SQL DB (any flavor), Amazon RDS (any flavor)",Full time employee,Developer: T-SQL,Yes,4,2 (I worked at another similar position elsewhere before this one),None,Not Asked,6,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,SQL Server 2014,SQL Server 2008R2,300K-1M (large city),Private business,Not Asked,"Stay with the same role, but change employers",Female,Not Asked,Not Asked,1
2020,12/30/2019 22:32:10,  30.000 ,United States,,MySQL/MariaDB,1,"Microsoft SQL Server, PostgreSQL",Full time employee,Analyst,No,1,1 (this is the only company where I've had this kind of position),3,Not Asked,3,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,SQL Server 2019,SQL Server 2019,300K-1M (large city),Private business,Not Asked,"Stay with the same employer, same role",Male,Not Asked,Not Asked,1
2020,12/30/2019 22:26:48,  97.500 ,United States,,DB2,15,"Oracle, MySQL/MariaDB, DB2",Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),No,8,4,None,Not Asked,2,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,SQL Server 2012,SQL Server 2012,1M+ (metropolis),Private business,Not Asked,"Stay with the same employer,  but change roles",Male,Not Asked,Not Asked,1
2020,12/30/2019 22:12:07,  230.000 ,United States,90006,Microsoft SQL Server,6,"Microsoft SQL Server, MySQL/MariaDB","Independent consultant, contractor, freelancer,  or company owner","Developer: Business Intelligence (SSRS, PowerBI, etc)",No,3,2 (I worked at another similar position elsewhere before this one),None,Not Asked,2,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,SQL Server 2016,SQL Server 2012,300K-1M (large city),Private business,Not Asked,"Stay with the same employer, same role",Male,Not Asked,Not Asked,1
2020,12/30/2019 22:10:18,  54.000 ,United States,84,Other,3,,Full time employee,Analyst,Yes,1,2 (I worked at another similar position elsewhere before this one),None,Not Asked,3,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,None,None,100K-299K (city),Private business,Not Asked,"Stay with the same employer,  but change roles",Non-binary/third gender,Not Asked,Not Asked,1
2020,12/30/2019 21:55:00,  165.000 ,United States,01534,Microsoft SQL Server,20,"Microsoft SQL Server, Oracle, MongoDB, DB2, Microsoft Access, SQLite, Azure SQL DB (any flavor), CosmosDB, Sybase",Full time employee,Architect,Yes,5,1 (this is the only company where I've had this kind of position),None,Not Asked,19,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,SQL Server 2017,SQL Server 2017,1M+ (metropolis),Private business,Not Asked,"Stay with the same employer, same role",Female,Not Asked,Not Asked,1
2020,12/30/2019 21:48:04,  145.000 ,United States,,PostgreSQL,8,"Microsoft SQL Server, Teradata",Full time employee,Manager,Yes,1,3,2,Not Asked,2,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,SQL Server 2016,SQL Server 2014,1M+ (metropolis),Private business,Not Asked,Prefer not to say,Male,Not Asked,Not Asked,1
2020,12/30/2019 21:46:38,  115.000 ,United States,,Microsoft SQL Server,10,"Microsoft Access, Azure SQL DB (any flavor)",Full time employee,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",Yes,8,1 (this is the only company where I've had this kind of position),2,Not Asked,65,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,SQL Server 2017,SQL Server 2008R2,1M+ (metropolis),Non-profit,Not Asked,"Stay with the same employer,  but change roles",Male,Not Asked,Not Asked,1
2020,12/30/2019 21:42:06,  100.000 ,United States,08009,Microsoft SQL Server,3,Microsoft SQL Server,Full time employee,"Developer: Business Intelligence (SSRS, PowerBI, etc)",No,1,2 (I worked at another similar position elsewhere before this one),More than 5,Not Asked,5,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,SQL Server 2017,SQL Server 2008,1M+ (metropolis),Non-profit,Not Asked,"Stay with the same employer, same role",Male,Not Asked,Not Asked,1
2020,12/30/2019 21:32:02,  102.990 ,United States,85003,Microsoft SQL Server,8,"Microsoft SQL Server, Oracle, Microsoft Access",Full time employee,Developer: T-SQL,No,8,3,1,Not Asked,20,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,SQL Server 2016,SQL Server 2012,1M+ (metropolis),Local government,Not Asked,Prefer not to say,Male,Not Asked,Not Asked,1
2020,12/30/2019 21:29:27,  135.000 ,United States,,Microsoft SQL Server,16,"Microsoft SQL Server, Oracle, PostgreSQL, MongoDB, CosmosDB",Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),No,22,5,3,Not Asked,32,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,SQL Server 2017,SQL Server 2012,300K-1M (large city),Private business,Not Asked,"Stay with the same employer, same role",Male,Not Asked,Not Asked,1
2020,12/30/2019 21:23:07,  47.000 ,United States,37604,Microsoft SQL Server,1,Microsoft SQL Server,Full time employee,Developer: T-SQL,No,1,1 (this is the only company where I've had this kind of position),More than 5,Not Asked,2,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,SQL Server 2016,SQL Server 2016,100K-299K (city),Non-profit,Not Asked,Change both employers and roles,Male,Not Asked,Not Asked,1
2020,12/30/2019 21:16:27,  155.000 ,United States,750,Microsoft SQL Server,8,"Microsoft SQL Server, Azure SQL DB (any flavor)",Full time employee,Manager,Yes,4,1 (this is the only company where I've had this kind of position),None,Not Asked,6,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,SQL Server 2016,SQL Server 2014,1M+ (metropolis),Private business,Not Asked,"Stay with the same employer, same role",Male,Not Asked,Not Asked,1
2020,12/30/2019 21:14:56,  95.000 ,United States,19125,Microsoft SQL Server,3,"Microsoft SQL Server, Oracle, MySQL/MariaDB, PostgreSQL, MongoDB, SQLite, Amazon RDS (any flavor), T",Full time employee,"Developer: App code (C#, JS, etc)",No,3,2 (I worked at another similar position elsewhere before this one),3,Not Asked,1,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,SQL Server 2014,SQL Server 2008,300K-1M (large city),Private business,Not Asked,"Stay with the same employer, same role",Male,Not Asked,Not Asked,1
2020,12/30/2019 20:56:48,  49.000 ,Australia,,Other,1,Teradata,Full time employee,Analyst,No,1,1 (this is the only company where I've had this kind of position),1,Not Asked,3,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,Teradata,Teradata,1M+ (metropolis),Private business,Not Asked,"Stay with the same employer,  but change roles",Male,Not Asked,Not Asked,1
2020,12/30/2019 20:51:59,  101.000 ,United States,802,Microsoft SQL Server,8,"Microsoft SQL Server, PostgreSQL",Full time employee,Manager,Yes,4,1 (this is the only company where I've had this kind of position),None,Not Asked,10,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,SQL Server 2016,SQL Server 2012,300K-1M (large city),"Education (K-12, college, university)",Not Asked,"Stay with the same employer, same role",Male,Not Asked,Not Asked,1
2020,12/30/2019 20:49:48,  83.000 ,United States,46055,Microsoft SQL Server,7,"Microsoft SQL Server, PostgreSQL",Full time employee,Data Scientist,No,3,2 (I worked at another similar position elsewhere before this one),None,Not Asked,8,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,SQL Server 2016,SQL Server 2008R2,1M+ (metropolis),Non-profit,Not Asked,"Stay with the same employer, same role",Male,Not Asked,Not Asked,1
2020,12/30/2019 20:49:22,  140.000 ,United States,75023,Microsoft SQL Server,13,"Oracle, PostgreSQL, Microsoft Access, SQLite, Teradata, Hive, sybase ASE",Full time employee,"Developer: Business Intelligence (SSRS, PowerBI, etc)",No,13,4,4,Not Asked,10,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,SQL Server 2012,SQL Server 2008R2,1M+ (metropolis),Private business,Not Asked,"Stay with the same employer, same role",Male,Not Asked,Not Asked,1
2020,12/30/2019 20:38:34,  125.000 ,United States,37204,Microsoft SQL Server,10,"Microsoft SQL Server, PostgreSQL, Microsoft Access, Amazon RDS (any flavor)",Full time employee,Manager,Yes,6,1 (this is the only company where I've had this kind of position),None,Not Asked,5,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,SQL Server 2012,SQL Server 2008,300K-1M (large city),Private business,Not Asked,"Stay with the same employer, same role",Male,Not Asked,Not Asked,1
2020,12/30/2019 20:37:47,  57.000 ,United States,80111,Amazon RDS (any flavor),0,"Microsoft SQL Server, Oracle",Full time employee,Analyst,No,0,1 (this is the only company where I've had this kind of position),4,Not Asked,4,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,SQL Server 2012,SQL Server 2008R2,300K-1M (large city),Private business,Not Asked,"Stay with the same employer, same role",Male,Not Asked,Not Asked,1
2020,12/30/2019 20:34:49,  68.000 ,United States,10017,Microsoft SQL Server,2,Microsoft SQL Server,Full time employee,Analyst,No,2,1 (this is the only company where I've had this kind of position),2,Not Asked,2,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,SQL Server 2017,SQL Server 2017,1M+ (metropolis),Private business,Not Asked,"Stay with the same employer,  but change roles",Male,Not Asked,Not Asked,1
2020,12/30/2019 20:27:45,  105.000 ,United States,,Microsoft SQL Server,4,Oracle,Full time employee,Developer: T-SQL,No,4,1 (this is the only company where I've had this kind of position),3,Not Asked,6,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,SQL Server 2019,SQL Server 2016,100K-299K (city),Private business,Not Asked,"Stay with the same employer,  but change roles",Male,Not Asked,Not Asked,1
2020,12/30/2019 20:25:57,  80.000 ,United States,70592,Microsoft SQL Server,13,"Microsoft SQL Server, Oracle, Teradata, Vertica",Full time employee,"Developer: App code (C#, JS, etc)",No,15,1 (this is the only company where I've had this kind of position),3,Not Asked,7,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,SQL Server 2014,SQL Server 2008R2,100K-299K (city),Private business,Not Asked,"Stay with the same employer, same role",Male,Not Asked,Not Asked,1
2020,12/30/2019 20:19:05,  95.000 ,United States,43215,Microsoft SQL Server,2,Teradata,Full time employee,Analyst,No,2,2 (I worked at another similar position elsewhere before this one),4,Not Asked,3,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,SQL Server 2016,SQL Server 2016,300K-1M (large city),Private business,Not Asked,"Stay with the same employer, same role",Male,Not Asked,Not Asked,1
2020,12/30/2019 20:15:42,  100.000 ,United States,85015,Microsoft SQL Server,6,"Microsoft SQL Server, Microsoft Access, Azure SQL DB (any flavor)",Full time employee,Analyst,No,6,3,5,Not Asked,2,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,SQL Server 2012,SQL Server 2012,1M+ (metropolis),Private business,Not Asked,"Stay with the same employer, same role",Male,Not Asked,Not Asked,1
2020,12/30/2019 20:03:35,  150.000 ,United States,,Amazon RDS (any flavor),3,,Full time employee,Manager,Yes,1,2 (I worked at another similar position elsewhere before this one),None,Not Asked,0,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,Redshift,Redshift,1M+ (metropolis),Private business,Not Asked,"Stay with the same employer, same role",Male,Not Asked,Not Asked,1
2020,12/30/2019 19:56:39,  93.500 ,United States,33607,Oracle,10,Microsoft SQL Server,Full time employee,Analyst,No,10,2 (I worked at another similar position elsewhere before this one),5,Not Asked,3,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,SQL Server 2016,SQL Server 2008,300K-1M (large city),Private business,Not Asked,"Stay with the same employer,  but change roles",Female,Not Asked,Not Asked,1
2020,12/30/2019 19:55:45,  91.000 ,United States,19104,Other,10,,Full time employee,Data Scientist,No,3,4,None,Not Asked,3,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,SQL Server 2008R2,SQL Server 2008R2,1M+ (metropolis),Private business,Not Asked,"Stay with the same employer, same role",Male,Not Asked,Not Asked,1
2020,12/30/2019 19:53:29,  77.500 ,United States,38103,Microsoft SQL Server,1,Microsoft SQL Server,Full time employee,Analyst,No,1,1 (this is the only company where I've had this kind of position),1,Not Asked,2,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,SQL Server 2017,SQL Server 2012,300K-1M (large city),Private business,Not Asked,"Stay with the same employer, same role",Female,Not Asked,Not Asked,1
2020,12/30/2019 19:52:15,  50.000 ,United States,85379,Microsoft SQL Server,2,"Microsoft SQL Server, MySQL/MariaDB, MongoDB",Full time employee,Developer: T-SQL,No,1,1 (this is the only company where I've had this kind of position),More than 5,Not Asked,136,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,SQL Server 2017,SQL Server 2016,1M+ (metropolis),Private business,Not Asked,Change both employers and roles,Male,Not Asked,Not Asked,1
2020,12/30/2019 19:50:51,  125.000 ,United States,,Other,4,"Microsoft SQL Server, Microsoft Access, Amazon RDS (any flavor)",Full time employee,Analyst,Yes,11,1 (this is the only company where I've had this kind of position),More than 5,Not Asked,3,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,SQL Server 2012,SQL Server 2012,1M+ (metropolis),Private business,Not Asked,"Stay with the same employer, same role",Male,Not Asked,Not Asked,1
